waypoint1	waypoint2	distance_m	duration_s
Michigan State Capitol, Lansing, MI 48933	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	2165494	19.401666666666667
L St & 10th St, Sacramento, CA 95814	Maine State House, Augusta, ME 04330	5100256	45.73833333333334
700 W Jefferson St, Boise, ID 83720	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	3806347	34.12111111111111
North Carolina State Capitol, Raleigh, NC 27601	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4687982	42.62555555555556
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	2 E Main St, Madison, WI 53703	3286034	29.595555555555556
Connecticut State Capitol, 210 Capitol Ave, Hartford, CT 06106	State House, 107 North Main Street, Concord, NH 03303	258007	2.5094444444444446
700 W Jefferson St, Boise, ID 83720	Nebraska State Capitol, 1445 K Street, Lincoln, NE 68509	1892359	16.68
Illinois State Capitol, Springfield, IL 62756	Oklahoma State Capitol, Oklahoma City, OK 73105	952777	8.616666666666667
400-498 N West St, Jackson, MS 39201	Oregon State Capitol, 900 Court St NE, Salem, OR 97301	4016847	36.48111111111111
Louisiana State Capitol, Baton Rouge, LA 70802	Montana State Capitol, 1301 E 6th Ave, Helena, MT 59601	3232764	29.059722222222224
State House, 107 North Main Street, Concord, NH 03303	Oklahoma State Capitol, Oklahoma City, OK 73105	2691874	25.178333333333335
New Jersey State House, Trenton, NJ 08608	New York State Capitol, State St. and Washington Ave, Albany, NY 12224	330136	3.2127777777777777
300 SW 10th Ave, Topeka, KS 66612	Nevada State Capitol, Carson City, NV 89701	2462119	22.726666666666667
Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	Michigan State Capitol, Lansing, MI 48933	663503	6.138055555555556
Oregon State Capitol, 900 Court St NE, Salem, OR 97301	Rhode Island State House, 82 Smith Street, Providence, RI 02903	5021523	45.5175
Maryland State House, 100 State Cir, Annapolis, MD 21401	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	826173	7.536666666666667
Virginia State Capitol, Richmond, VA 23219	Washington State Capitol Bldg, 416 Sid Snyder Ave SW, Olympia, WA 98504	4684188	42.19861111111111
Michigan State Capitol, Lansing, MI 48933	Nevada State Capitol, Carson City, NV 89701	3423796	30.715
New Mexico State Capitol, Santa Fe, NM 87501	Utah State Capitol, Salt Lake City, UT 84103	1009968	10.115833333333333
Alabama State Capitol, 600 Dexter Avenue, Montgomery, AL 36130	500 E Capitol Ave, Pierre, SD 57501	2279926	20.22833333333333
State House, 107 North Main Street, Concord, NH 03303	Texas Capitol, 1100 Congress Avenue, Austin, TX 78701	3249787	29.65861111111111
Iowa State Capitol, 1007 E Grand Ave, Des Moines, IA 50319	New Mexico State Capitol, Santa Fe, NM 87501	1539423	14.454444444444444
Pennsylvania State Capitol Building, North 3rd Street, Harrisburg, PA 17120	Vermont State House, 115 State Street, Montpelier, VT 05633	725358	7.509444444444444
402 S Monroe St, Tallahassee, FL 32301	Wyoming State Capitol, Cheyenne, WY 82001	2710679	24.935555555555556
Georgia State Capitol, Atlanta, GA 30334	Kentucky State Capitol Building, 700 Capitol Avenue, Frankfort, KY 40601	659468	6.027222222222222
Arizona State Capitol, 1700 W Washington St, Phoenix, AZ 85007	Nevada State Capitol, Carson City, NV 89701	1149381	11.2775
L St & 10th St, Sacramento, CA 95814	Utah State Capitol, Salt Lake City, UT 84103	1051681	9.350555555555555
Legislative Hall: The State Capitol, Legislative Avenue, Dover, DE 19901	South Carolina State House, 1100 Gervais Street, Columbia, SC 29201	924813	8.658333333333333
Illinois State Capitol, Springfield, IL 62756	Rhode Island State House, 82 Smith Street, Providence, RI 02903	1786807	16.83888888888889
